a,b,sub,expected
a9f1,5055,1,d056
d814,d086,0,d936
2c9f,fbd4,1,7bd4
2a73,7371,0,7371
7c9d,49a8,1,7e9d
d961,1581,1,d961
ab8b,e559,0,e559
e21f,9a17,0,e21f
1dce,5f20,1,df20
29cf,d769,1,576a
a646,f869,1,7869
9751,3c38,0,3c36
dece,9a20,1,dece
5faf,b153,0,5fae
6f60,ddaa,1,6fbb
3edf,38e5,1,3c6c
aefc,e064,0,e064
e308,f79b,1,7763
e6f7,989a,0,e6f7
c23c,380e,0,c138
8f39,e8e0,1,68e0
ff37,5872,0,ff37
ebbf,e2cd,0,ecb9
8f70,e6a5,0,e6a5
8c9c,1af1,1,9b84
0865,4aa3,1,caa3
4903,75f5,0,75f6
9893,8fc9,0,998c
4b00,6e83,1,ee80
c1da,5f60,1,df6c
5c7a,d437,1,5d88
aee9,2bfd,1,b174
050f,6f97,0,6f97
acc8,c46c,0,c47f
28f8,1704,1,28c0
1685,8dec,1,1800
3b83,b074,0,3a66
175c,a741,0,a6cb
19fd,02bb,1,19fd
9f6e,512d,1,d12d
53d7,fc66,0,fe66
b3d9,ce80,0,ce90
5366,3164,1,5361
89e1,c716,1,4716
4993,6d06,0,6d09
a579,863a,0,a57f
834b,c9e5,0,c9e5
b26d,a781,1,b17d
c944,44db,0,c5ad
1045,da85,0,da85
e389,e063,0,e5f6
41b2,d687,1,56b5
83c7,b9f4,0,b9f4
4d15,6935,1,e92b
cd1f,12d3,1,cd1f
deea,a1da,1,deea
1b3d,8bec,1,1bbc
8528,48ab,0,48ab
1bd0,5c4d,1,dc4d
5278,802a,0,5278
a9e8,07b2,1,a9ec
bd30,25e7,1,bd48
8e02,2353,0,2323
24c6,a368,1,283d
a5c0,0521,1,a5c5
2ba6,875c,0,2ba2
4aec,6f71,0,6f74
9171,826b,0,9171
834c,c1d7,0,c1d7
d70d,c276,0,d741
e8e3,6afd,0,6434
63ca,fbd3,0,fbb4
3af7,bfdb,1,41ab
1974,66f4,0,66f4
5033,4c9f,1,4b8e
0c57,042b,0,0d62
0bbd,099e,0,0eae
75d2,fc5e,1,7e5e
ae92,96f6,1,ae76
6c77,9b51,1,6c77
193d,f2fe,0,f2fe
8c6e,b095,1,3093
c002,50a9,1,d0e9
c893,26da,1,c896
14c3,d799,1,5799
4773,e854,0,e850
46e8,080b,1,46e8
2efa,d77c,0,d77a
1f93,4908,0,4909
2b7e,b348,1,3494
c61c,f9e7,1,79e7
9504,480f,0,480f
27d9,a092,0,2590
c5cf,c807,0,caee
e627,e55f,0,e9c3
a0a6,2e40,1,aed5
991b,e474,0,e474
41da,7966,0,7966
9225,e265,0,e265
de3c,e6c3,0,e829
8ec4,108d,0,08ac
7e60,36db,0,7e60
6020,ee3e,1,6ec2
08b8,64a0,0,64a0
e280,20fc,1,e280
767b,b314,0,767b
a065,5175,0,5175
5785,02a0,0,5785
f2fa,ec64,1,f0c8
534f,4c49,1,512a
6ee0,6927,1,6c4c
f8b3,9568,1,f8b3
e994,8027,0,e994
89e8,957c,1,14bf
d214,dac4,0,dc24
6a50,fff2,1,7ff2
227c,1b4c,0,2428
2e4e,7bd0,1,fbd0
c2fb,c35b,0,c72b
3d61,fe56,1,7e56
713b,08bb,0,713b
2cce,f74f,0,f74f
67b2,4a7a,0,67bf
a582,52e9,0,52e8
c857,9f7e,1,c856
c7fa,9d25,1,c7f9
c382,f37b,0,f37b
c378,b60e,1,c2b6
e3be,6256,0,d9a0
e495,780c,0,77cf
3444,3f54,1,be43
1248,0e9f,1,0df1
dd6f,db8a,0,e09a
e28f,bb54,1,e28d
bfd9,a698,0,bff3
ce6a,5134,0,4bfc
28f2,a05e,0,27b5
d02c,5a70,1,db7b
56bb,eb4e,0,eb18
1a57,3a77,0,3a7d
04a6,5346,0,5346
b4eb,ca8f,0,cab6
2a4d,9f66,1,2b3a
923e,a2b7,0,a31b
3828,47ca,1,c745
85a5,999f,0,99cc
b823,56a9,1,d6b1
271a,9769,1,2791
a876,fcca,1,7eca
5ef3,0dcc,1,5ef3
906c,0412,0,8fd4
5311,ed13,0,ed05
aede,0c76,1,aee2
92bb,25b2,0,257c
46e7,3e58,0,483e
6fbd,3233,0,6fbd
b3e4,c623,0,c662
c6f1,0ec7,0,c6f1
c9fe,a3ea,1,c9fc
c8b6,2d1a,1,c8c0
1254,cd64,0,cd64
fc6b,8155,1,fe6b
b5e9,a36c,0,b624
1709,022a,1,1709
b859,348e,0,b424
4c24,7c46,0,7e46
776f,faeb,0,f667
8dd8,7d94,0,7f94
2e49,c499,0,c480
9956,467c,0,467b
b976,0f70,0,b975
6a87,ba6c,0,6a87
30b9,bc0c,1,3ca3
5150,46a9,1,507b
974a,a954,1,291a
67c4,5c88,0,6873
7a87,e2e7,1,7aa3
fe95,bf6e,1,fe95
39e8,fe6a,1,7e6a
aca9,2a4a,1,afce
8d6d,1403,1,955e
8b1d,1655,0,1571
29e5,fb57,1,7b57
f977,027a,1,f977
43e1,a99e,1,43f7
75a1,5809,0,75a9
ac19,4572,1,c582
c579,939c,0,c579
4bb0,98e2,1,4bb0
988d,7e66,1,fe66
3d99,f353,1,7353
36e4,f09a,0,f09a
13e0,222d,0,22ab
073e,6a51,0,6a51
ad2a,b820,1,36f6
34a9,b85b,0,b40d
1219,a31c,0,a2ba
ef4b,454c,0,ef4a
89e4,db9b,0,db9b
bcfa,5a04,1,da0e
758d,f301,0,7019
f3a3,863d,0,f3a3
9fb4,2e29,0,2dae
4141,af01,0,4109
3a37,f718,0,f718
afaa,18a0,0,af85
c599,1e35,0,c597
6aa0,9080,0,6aa0
e389,93fe,1,e389
77b2,11f1,1,77b2
99db,ea8c,0,ea8c
0d0f,06a4,0,0eb8
c55c,1c13,0,c55b
7b39,0d80,0,7b39
a664,43a2,0,4395
e3ae,3694,1,e3af
63df,0a38,0,63df
a34a,afa4,1,2ebb
8777,a578,0,a57f
cf80,63b2,0,6376
2c93,70ed,1,f0ed
bc58,5a58,0,5a4f
0346,bec6,1,3ec6
4ba2,6e6b,1,ee67
8066,8eaa,0,8eaa
a7f5,34ab,0,342c
5999,5b3c,0,5e6a
3261,cd2a,1,4d37
540d,334c,0,5411
78a0,4688,0,78a0
4dd4,bedf,0,4d66
d140,65d0,1,e5fa
1cdd,93d5,0,1bc5
533d,452e,0,53e3
357e,744c,1,f44c
e266,e77e,0,e958
1392,25f1,0,262e
a019,e8ec,0,e8ec
987f,fa2a,0,fa2a
4df5,693d,0,6949
d4c9,811c,0,d4c9
99ff,bffd,1,3ffa
5255,ec5a,0,ec4d
88ca,7e4e,1,fe4e
f256,38c9,0,f256
b367,fc54,0,fe54
f0cc,2c2a,1,f0cc
fab2,02f7,0,fab2
b352,5aa8,0,5aa6
d500,78dd,1,f8e0
27a1,abd6,0,a806
e88a,b1a5,1,e88a
1e7d,8e26,0,1e1b
c0cc,72b0,1,f2b0
24fd,ae43,1,2f82
f930,8ef1,0,f930
4535,6038,1,e02e
bf8b,7ff5,1,fff5
9817,4e6e,1,ce6e
a5d7,0a59,1,a5e4
57ac,9eb3,0,57ac
37b9,2b90,0,3856
9dea,f41e,0,f41e
6f49,bd3c,1,6f49
378f,9a0f,0,3783
406e,e4ee,0,e4ec
3063,b4ab,0,b0f3
80d6,8c2a,0,8c2a
7b07,f61c,0,77f2
54df,47e5,0,555d
93bc,d49c,0,d49c
c64a,4cdb,1,ce6e
2022,5931,0,5931
ef74,d58c,1,ef5e
26e8,09ff,1,26dc
9d46,e2c5,1,62c5
37d1,898b,0,37d0
6a86,c415,0,6a84
6b2f,752c,1,f446
6d30,046f,1,6d30
1d0d,048a,0,1d1f
02c1,3206,0,3206
920d,9cca,1,1c08
65d3,452f,0,65d8
51a6,3117,0,51ab
9364,493c,1,c93c
16a6,6a57,0,6a57
f841,7f8f,1,ff8f
4276,7537,0,7537
e435,62b2,0,dae0
2e5c,540a,1,d408
edde,be4a,1,edde
7890,3783,1,7890
ff28,ebea,0,ff28
7bb2,daf8,0,7bab
74b4,c78c,0,74b4
7109,1805,0,7109
7e93,4a18,0,7e93
9bf2,5a97,1,da97
4f20,36b4,1,4f05
a5f2,1606,0,a592
2c46,8980,0,2c43
b69e,98e3,0,b6a8
45d2,c122,1,4832
e0d4,6101,1,e4ea
6d09,34b8,1,6d09
d4e1,1eba,0,d4e1
4179,2c69,0,419c
a132,69ca,1,e9ca
b1d8,cf02,0,cf0e
ece5,4e45,0,ecdf
f05c,2a81,1,f05c
3896,95eb,1,3899
5efe,72c2,0,72fa
2865,6015,0,6015
59c7,5c97,1,d6ce
9e26,5fd3,1,dfd3
fec1,f63d,1,fec1
9184,b89c,0,b89d
3461,45b4,0,45fa
2798,0a19,0,27a4
c591,627c,0,6271
76c0,99c9,0,76c0
fc18,b142,0,fe18
bbd8,21ad,1,bbef
396d,00e8,0,396d
2760,f518,0,f518
8611,9db3,1,1d9b
1968,2816,1,a77f
2992,6e22,1,ee22
a373,34c1,1,b4fd
2289,3894,1,b87a
e00e,d0ad,1,df86
94ff,3b95,1,bb97
abf0,7517,0,7517
530a,ad25,0,5307
77e3,3186,1,77e3
9ed4,46db,1,c6dd
cab9,9691,0,cab9
0337,391a,0,391a
7690,ff39,0,ff39
497a,1986,0,497a
8df9,ac84,1,2c7e
46b1,b06a,1,46d4
2a0b,76f1,0,76f1
66f9,9ae5,0,66f9
58a2,405f,1,5891
5965,96e8,0,5965
9299,f47f,1,747f
f561,2f41,1,f561
f179,7e55,1,fe55
04f8,41b8,1,c1b8
4d27,c26f,0,4c59
dca3,1230,0,dca3
7dbf,9ea6,1,7fbf
db6d,f7a7,1,7798
b4b3,ac70,0,b5cf
1209,50b4,0,50b4
f87b,b500,0,f87b
7fca,5527,0,7fca
c4f6,1ac5,0,c4f5
e75c,1081,1,e75c
0786,8b2c,1,0d78
04fb,a38c,1,2396
90ba,1654,1,9858
5524,dcdd,1,5e26
68f5,ead2,0,e374
eb77,8388,1,eb77
1064,4c0a,0,4c0a
bed6,a4b2,1,bec3
7d1b,eaa3,0,7f1b
66a6,840c,1,66a6
4368,e168,1,616f
957e,469b,1,c69b
741a,a42c,0,741a
7589,8663,0,7589
89ee,ad0c,0,ad0f
4858,b53b,0,482e
bd57,71f3,0,71f3
a885,ea72,1,6a72
1d9e,4043,1,c040
119a,0468,0,1227
50f2,8889,1,50f2
f3f8,d64f,1,f3eb
8b04,01e9,1,8b04
7c01,7281,0,7e01
9461,2f57,1,af69
0019,1cf1,0,1cf1
9056,1376,1,95e6
7333,84b3,1,7333
af9d,4c8a,0,4c82
61f0,9589,0,61f0
f161,163b,1,f161
7188,5e5c,1,7155
78aa,520d,1,78a8
c88c,65e4,0,65db
9723,0ca9,0,95f9
fc16,4eb6,1,fe16
93f2,5fb8,0,5fb8
47c2,a761,0,47bb
4cd2,6c42,0,6c47
cea4,862d,1,cea4
5f27,57e6,0,6090
af51,7fbf,0,7fbf
93ff,fd4f,1,7f4f
aa85,e0dd,0,e0dd
ea47,f74a,1,7681
6b78,2a09,0,6b78
ebcc,f516,0,f610
c2a1,18e0,0,c2a0
1af0,6f5c,0,6f5c
e798,2be0,1,e798
5f06,e10e,0,da2c
7fdd,67c4,0,7fdd
61ab,7ee1,1,fee1
c824,d005,0,d10e
e398,dcda,1,e12b
3da4,248e,1,3d92
1894,101a,0,199a
64b2,bb38,0,64b1
ba85,0ca3,0,ba84
87d2,f358,0,f358
bae5,d86c,1,5865
1f48,b545,0,b528
a6d9,204e,0,a4b2
dcb0,7f98,0,7f98
6898,c945,1,689d
e07d,6d0a,1,ed9a
2644,1904,0,26e4
e115,e575,0,e800
d133,a3eb,1,d133
0d28,e5ba,1,65ba
369e,5be0,1,dbdd
4575,5a6d,1,da41
ef37,92df,1,ef37
e671,9c60,1,e671
9b8e,d322,0,d322
c6d9,50c4,1,d19f
0e44,5bc2,0,5bc2
93b3,93d8,1,0000
cb9d,87cf,1,cb9d
233d,cd3f,1,4d40
4759,776c,1,f76c
6f8e,0a0a,0,6f8e
1a2f,12cb,1,187c
c53e,6edf,0,6ede
13d9,2038,1,9f75
2001,7941,1,f941
05c6,4276,0,4276
c382,af96,0,c3bf
3675,8db4,1,3676
fda7,6eb8,1,ffa7
1d04,c4d5,1,44d6
4d06,949e,1,4d06
d823,50b5,1,d950
7394,f251,1,76f2
1ae8,a245,1,23ff
7afb,dee5,0,7aed
0b40,2a51,1,aa4a
cb1d,015f,1,cb1d
178c,03fc,0,178c
3b29,110d,1,3b28
1180,218c,0,21e4
0a07,2a7e,1,aa78
f340,0930,0,f340
302d,bf92,1,400c
c750,e8de,1,68da
46b1,be3d,0,4522
d7f3,f23f,1,722f
c223,3888,1,c345
01db,71dd,1,f1dd
fa2c,8482,1,fa2c
3e3a,b235,1,3f01
cf03,c7cf,1,cd0f
143e,2f95,0,2fa6
8657,6737,0,6737
dc8c,d933,0,df26
e0ec,a2e4,1,e0ec
6ab4,bf8a,0,6ab3
9b62,b122,1,3104
b4cf,9ccc,0,b4e2
696f,4be7,0,6977
b94b,6261,1,e262
8479,f957,1,7957
5213,0bc1,1,5213
7d99,e578,1,7f99
9839,506e,0,506e
f5cb,8958,0,f5cb
1eb5,013c,0,1eb5
3392,abe2,0,319a
9081,c2bb,0,c2bb
e744,aa5f,0,e744
459b,6364,0,636f
4665,52a1,1,d1d4
cf23,b636,0,cf3c
a45a,939d,1,a41d
e8ed,e573,1,e467
bbd4,6048,1,e04a
d8c4,0694,1,d8c4
b7ec,695c,0,695c
b524,172f,1,b52b
d965,2e64,0,d964
cfbc,fd4d,1,7f4d
3ec6,825f,1,3ec6
cbd4,e81c,1,6814
8b4e,8629,0,8d31
14f8,5420,0,5420
b75c,ad5b,0,b859
11db,01d6,0,11db
fa5e,d90b,0,fa63
5192,25ce,0,5193
e65e,f627,1,75c1
5ad9,fd0b,1,7f0b
7063,ee0c,0,6974
2361,10d7,1,2314
537e,4104,0,53ce
8823,2b35,0,2b31
6534,b9cc,0,6533
47ad,bcff,1,4876
41e1,b5e4,0,4124
84b7,e471,1,6471
32b1,526f,0,5276
6619,f899,1,78ca
1734,84f6,1,1783
01a2,c4b4,0,c4b4
3604,95b6,1,360a
eeb1,2416,0,eeb1
e77f,83d4,0,e77f
7c94,153d,0,7e94
82fe,6546,0,6546
59db,27d4,1,59db
23ab,5bfa,1,dbfa
dd8f,3f03,0,dd88
1076,346a,0,346c
f9f4,b952,1,f9f4
debb,fb8f,0,fb9c
206d,4bba,0,4bbb
eb6e,ff6d,0,ff6d
5cfd,0579,1,5cfd
51ea,8fd4,1,51ea
52e5,cee0,0,4eea
68d3,5254,0,68ec
ecf7,9c23,0,ecf7
2c83,290a,1,27f8
cd8e,1624,1,cd8e
7f18,f86b,0,7f18
ce55,4760,0,cc7d
fe2f,dcdb,0,fe2f
af55,65ed,1,e5ed
8cfc,592a,1,d92a
14a9,468f,1,c68f
8197,0ed1,0,0ed1
05f9,255b,0,2561
bd9b,1e1d,1,bda1
8ea0,67f5,1,e7f5
56f6,7172,0,7180
539c,eb35,0,eb17
4b3e,442f,1,4926
573e,9546,1,573e
da7d,1f72,1,da7d
40cc,c59e,0,c270
85b2,a5ea,1,25e4
6bfe,ea21,1,6f10
5640,74f6,0,74fc
3c19,f309,1,7309
160d,fc19,0,fe19
9b9d,a575,1,2481
1808,235c,1,a25a
8ff3,5be9,1,dbe9
e187,ea9a,1,6938
0c42,495e,1,c95e
c108,3376,1,c17f
cbb9,ccbf,1,4314
7ade,c19e,1,7ade
d3a5,4756,0,d2ba
a531,1ab9,0,a45a
3249,c7e9,0,c7b7
4492,78d1,1,f8d1
c7dd,809f,1,c7dd
ae0c,580f,1,d810
6aab,e19b,1,6c09
0723,69da,0,69da
1d39,54fe,0,54fe
6804,6f80,0,70c1
c025,b8d9,0,c15b
e330,cf7a,1,e2f4
0d49,bc61,1,3c61
4a61,e6cd,1,66da
502d,a5a5,1,502e
01f6,0f95,1,8f95
9cb2,4454,1,c455
cec2,ebc9,0,ebd7
1e93,2185,0,2467
1db0,8f2d,0,1d3d
286f,27b3,1,1cac
96d7,6974,0,6974
68ca,13d5,0,68ca
144d,aecc,0,aebb
2b67,ebea,1,6bea
2314,5e38,1,de38
9467,73d2,1,f3d2
333e,3d14,0,3dfc
c1ec,7239,1,f239
45d9,e47b,1,6481
8548,6548,1,e548
6570,789c,1,f870
784a,d24c,0,7848
eb06,02ba,0,eb06
be77,1847,1,be79
7213,ce15,1,7216
904d,7512,0,7512
4781,1206,0,4781
dafd,d439,1,d8e0
6da9,b07d,1,6da9
2883,886d,0,287f
8e8a,3ce7,1,bce7
6fef,b65a,1,6fef
290a,4882,1,c87d
7860,c824,0,7860
3a25,8c48,1,3a26
7ed1,7b47,1,7ed1
b5cc,2570,0,b575
b279,c47f,0,c4b3
16e4,7cfd,0,7efd
b39d,03d0,1,b39d
ca4a,20d3,0,ca49
81f9,b8bf,0,b8bf
093a,66fb,0,66fb
da5e,824f,0,da5e
821f,33a5,1,b3a5
a4d4,fd97,0,ff97
9f34,ab11,0,abf8
fe25,a104,1,fe25
c8e1,1f27,0,c8e0
65f9,7cbe,1,febe
cb4a,963e,0,cb4a
5814,b5a7,0,5811
edd7,8138,0,edd7
b681,2f09,1,b822
d34c,d0fb,1,cca2
81da,7e19,1,fe19
effe,83c1,1,effe
49e8,8f6f,1,49e8
33b6,59d2,0,59d4
f0c0,5b6b,0,f0a2
9cdc,ba17,0,ba21
16b6,de4f,0,de4f
0758,5fa7,1,dfa7
98f1,454a,0,4549
c286,3c94,1,c468
fb94,e71c,0,fbcd
0a61,a622,0,a615
c1bd,8280,0,c1bd
7d37,860a,0,7f37
9583,c291,1,4290
0351,8f2f,1,0f2f
153c,6567,1,e567
67ef,709b,1,ef3a
e348,48b5,0,e335
f28e,ec8a,1,f049
edbf,69e1,1,f058
a5e0,ef14,1,6f14
5284,4322,1,5212
e7f1,100c,1,e7f1
6997,7b45,0,7b9e
67d3,4779,0,67da
3d14,94cf,0,3d13
655b,9322,0,655b
d260,ba8b,1,d246
caef,9808,0,caef
fa3d,5ab3,0,fa36
897e,23ab,1,a3c1
4035,05a3,1,4035
f622,9be7,1,f622
ad62,da56,1,5a55
20b5,8f6e,1,20f0
6869,28fb,0,6869
c842,b432,0,c864
3d73,01a6,1,3d73
f0da,1d4f,0,f0da
8f54,cdc1,1,4dc1
0640,4d98,1,cd98
5e09,3252,0,5e0a
2fa5,0113,0,2fa5
e712,f844,1,780b
6a8a,dfe9,0,698d
36f3,30e7,0,38b3
0a3e,5620,1,d620
6b68,4393,1,6b66
2886,1aa8,1,281c
9949,6393,0,6393
7492,66d6,1,7425
b481,fd74,0,ff74
421c,de36,1,5e42
7f12,0037,1,7f12
7e5d,7a75,1,7e5d
0cea,edf4,0,edf4
d328,a2ce,0,d328
19a3,515b,1,d15b
4ed5,7c10,1,fe10
7447,e45e,0,7401
6246,67fe,1,e4db
0837,a9f2,0,a9ee
c896,b3cd,0,c8b5
3f92,92d5,1,3f93
e6ab,6571,0,dce8
0e3e,1379,0,154c
783c,0dad,1,783c
d645,6a43,0,6a11
d600,10ef,0,d600
5bc3,56cd,0,5d95
8ef7,026a,0,8ef7
902c,6abb,1,eabb
d6b5,7ef3,1,fef3
bc12,f6c4,1,76c4
04ae,a63f,1,2644
d12b,a005,1,d12b
0324,12df,0,12df
76c3,b8c8,0,76c3
16f2,d28a,1,528a
9093,31fa,0,31f5
0b31,1f74,0,1fae
c17f,3b1f,0,bf6e
2d43,216f,0,2df1
0922,e403,1,6403
71ed,b85e,0,71ed
6707,a4eb,0,6707
e93f,bafe,1,e93f
61e6,52ab,1,617b
59ac,f301,0,f2ea
5ff6,5273,0,6062
d6c0,1b76,1,d6c0
1d49,57e5,0,57e5
128b,57af,1,d7af
7715,3925,0,7715
9fa3,9b18,0,a198
4192,1d6f,0,4195
cb31,271e,1,cb35
5bdc,32f4,1,5bda
7d83,b3dd,0,7f83
7668,2635,0,7668
e601,33dd,1,e601
3cbb,7ba2,1,fba2
cbbf,9973,1,cbbf
29b9,02f9,0,29b9
9ea8,9231,0,9f6e
5a10,18c1,1,5a10
c662,a9a2,1,c657
c8e3,a89d,0,c8e8
6d53,71b7,1,ee1b
5807,6e84,0,6ea4
8c2f,109c,0,0d09
2963,aa43,1,2dd3
95f4,4863,0,4863
72bb,5971,0,72d1
b400,46d7,1,c717
bc23,1e38,0,bc1d
db51,8360,0,db51
5f77,ca76,1,5fab
faa4,7c7c,1,fe7c
56b1,5a52,1,d5f3
103c,107b,1,8000
3632,862c,1,3632
c0d6,4583,1,c7ee
ef72,7bce,1,fc00
a6a9,2b5f,1,ad5a
d3b1,cd6e,0,d534
9d58,f2a3,1,72a3
4703,1c77,1,4702
d3c3,209d,1,d3c3
63e0,d2c1,0,6374
d92e,0d5d,1,d92e
f1e2,b484,1,f1e2
da97,cd13,0,db39
8596,09e6,1,8c58
514e,a34d,0,514e
6c61,856c,1,6c61
4182,25b3,1,4177
ba50,c8e0,1,487b
6e04,9b3f,0,6e04
45fd,0254,1,45fd
9d8b,68c3,1,e8c3
f748,f2d3,0,f959
368c,cc6b,1,4c85
0146,fe5b,1,7e5b
a407,afd0,0,b069
63ab,d446,1,641a
a230,a0b7,1,99e4
7994,aca7,1,7994
0a26,bd36,0,bd36
1da9,6bc5,0,6bc5
19fe,444f,0,4450
bf1c,e5b5,1,65b3
8203,b1d6,0,b1d6
7fcd,0c24,1,7fcd
eb88,458e,1,eb8b
598c,634b,0,6457
a42f,27c5,1,a9fa
c63b,ec8e,1,6c8c
4891,54ef,1,d45d
18b5,42b0,1,c2af
2477,0573,0,247c
9fa2,a652,0,a81d
3fc7,8ad8,1,3fc7
2630,6426,1,e426
d423,3a11,1,d42f
6456,985e,0,6456
361e,2d55,0,3773
74ae,4d40,0,74af
f0fe,fc13,0,fe13
ac86,31e7,1,b415
5613,ad25,1,5614
2bfd,cb38,1,4b40
1115,479d,0,479d
5113,7046,1,f041
5d97,f4e1,1,74f7
283d,66ef,1,e6ef
e0c6,ed69,0,ee02
bf17,aaf3,1,bedf
93d1,2ffb,0,2feb
cfde,e3fa,1,63bb
dc12,5cfe,1,e088
81f5,cd23,0,cd23
25f0,c420,0,c41a
5edb,ee7b,1,6ee9
8e93,4b60,0,4b60
5f5c,c57e,1,5f72
a573,432a,0,431f
75dd,9a08,1,75dd
0d85,3833,0,3834
cd15,ec96,0,ec9b
d1b2,ec89,0,ec94
e84c,0fc5,0,e84c
e21d,0d42,1,e21d
dbc8,a199,0,dbc8
f74b,70b0,0,f4f3
1fe7,8768,1,2002
1635,38f0,0,38f3
4a84,d8d7,1,593f
7b10,5752,1,7b0c
b409,364e,1,b92c
396f,337b,0,3b4e
b55b,7626,1,f626
081b,faee,1,7aee
5e47,a030,1,5e47
dec8,0d6c,0,dec8
3074,b837,1,3954
611e,c2b7,1,6125
6ff8,99f5,0,6ff8
4b56,d8ec,1,5961
f745,d8e0,1,f73b
ac0e,f6c5,1,76c5
aa6f,3214,1,b3b0
98fb,4d89,1,cd89
2bc0,675a,0,675a
e38a,54d2,0,e2f0
d00d,72f9,0,72f5
8c72,7142,0,7142
a28f,be3d,1,3e30
de9c,fb91,0,fb9e
4c18,676b,0,677b
9f38,df90,1,5f90
029c,b215,0,b215
9c9e,50ff,1,d0ff
a8ea,0cab,1,a8f3
457a,339c,0,45b7
4787,71f1,1,f1f0
8460,c64b,0,c64b
0c8b,4cc6,0,4cc6
923d,708a,1,f08a
c4c1,fdd4,0,ffd4
f6c9,dba2,0,f6d8
e18a,fda3,1,7fa3
ff02,21ba,1,ff02
4c8a,742f,1,f42e
6a40,9317,0,6a40
82b9,e27e,1,627e
9e26,abec,0,ac58
2d81,8a3f,0,2d7e
9301,b94d,0,b94f
e6e5,df43,0,e85b
5d9c,d139,1,5e43
c9a8,1b61,0,c9a8
23a3,d591,1,5591
c458,2a1b,0,c44c
dae2,b5ca,1,dadf
61ce,486b,1,61bc
a2a6,045e,1,a2af
796f,8ffc,1,796f
4ce1,6f26,1,ef21
af26,f511,1,7511
8b54,9694,1,15aa
ba7f,3524,1,bc88
cbeb,3603,1,cc0e
6b98,4ad2,0,6b9f
b251,9a74,0,b26b
83fb,50f3,1,d0f3
504f,61d1,1,e18c
62b8,1115,0,62b8
6522,f607,0,f5b5
07b0,9779,0,96fe
dd5a,4a9c,0,dd25
aca0,cd65,0,cd6a
33d3,5016,0,501e
97a5,9b5b,1,1711
0569,7dfc,0,7ffc
95b2,447a,0,447a
c819,bdf8,0,c8d8
9e09,40ff,0,40fc
8103,2b89,0,2b89
d8a3,1148,1,d8a3
48a0,7e75,0,7e75
51ea,0941,1,51ea
6e6e,1470,1,6e6e
e5b7,b8f5,0,e5b8
45e8,6b8b,0,6b8e
a090,397b,0,3969
f496,bec4,0,f496
2e21,3cbd,1,bc5b
5013,1da2,1,5013
e8d8,f078,1,6e84
cfb0,ab68,1,cfac
9ec0,5c07,1,dc07
9849,7b85,0,7b85
3de5,b7da,1,3fdc
0bfa,5720,0,5720
e720,802c,1,e720
019f,2a43,0,2a43
a5ba,3fa6,1,bfbd
b73d,13cb,0,b739
a2ef,c921,0,c923
0ab8,578d,0,578d
5bf1,43e5,1,5bd1
5e4e,c4dd,0,5e3b
f8da,fbdc,1,7604
da3b,7f22,0,7f22
10cc,d4de,0,d4de
2e1b,1b18,0,2e54
8d01,70f7,1,f0f7
2238,8e61,1,226b
b701,a2a5,1,b6cc
920e,f5d7,0,f5d7
d285,179a,1,d285
4efc,b58d,0,4ee6
8112,7ccc,0,7ecc
1575,e5a5,0,e5a5
f21c,9c55,0,f21c
ab4f,683b,1,e83b
fb2e,cdc5,0,fb2f
539e,bc80,1,53c2
bb5c,5056,1,d073
2cc3,9f79,1,2d3b
75a0,34d9,1,75a0
65cc,7634,1,f5d7
c06f,8304,0,c06f
39d3,a54e,1,39fd
6676,e00c,1,683e
e3ea,0e3d,0,e3ea
8843,254f,1,a558
d887,cc00,1,d807
8ce6,9205,0,943c
6ece,dcf0,0,6e7f
4a1c,192b,1,4a1c
c0df,be72,0,c40c
75ad,01f2,0,75ad
f5ca,38a9,0,f5ca
aed5,0596,0,aed4
a2dc,9117,0,a32d
542c,604a,0,60d0
138e,f3b3,1,73b3
ab7c,82cb,1,ab7c
0774,3217,0,3218
00f8,a308,1,2308
35c0,ebf9,0,ebf9
c595,932a,0,c595
80eb,e80e,0,e80e
875c,a484,0,a48b
6d5e,552c,1,6d49
f4d8,a777,0,f4d8
2704,dd0a,0,dd0a
b222,149c,1,b22b
53d7,9a4f,0,53d7
f9d6,018c,1,f9d6
6aa1,19f0,0,6aa1
8fc6,e4fb,1,64fb
6e7d,2fa7,0,6e7d
c724,6b73,1,eb77
8b14,387f,0,387f
fc3f,bc7e,0,fe3f
10f6,cfe5,0,cfe5
e71a,d53f,0,e76e
ba89,ca67,1,49fe
c690,8b89,0,c690
d457,5128,0,cf0c
6d82,ad76,0,6d82
e76a,4d46,0,e755
9c72,16d8,1,9e28
7e51,a000,0,7e51
420a,639d,0,63a3
ad03,71ed,0,71ed
33ff,b0bb,1,365d
7f6b,7114,1,7f6b
9f65,81aa,0,9f65
ec51,60fa,0,eb64
051e,dbfc,1,5bfc
1c05,2072,0,2274
d66b,a55b,0,d66b
8cdf,4f1d,0,4f1d
84bb,d8e5,0,d8e5
7ed3,25dd,0,7ed3
f75c,b62f,1,f75c
6157,08fe,0,6157
71ea,b210,0,71ea
5ed0,569a,0,603b
0f38,2232,1,a1f8
0478,2b15,1,ab13
cd0c,6b36,1,eb40
a4c6,54e9,1,d4e9
6a7e,2a7f,1,6a7e
1fee,bb0e,1,3b1e
3ab7,0c2a,0,3ab8
222a,f292,0,f292
93d1,c3bd,1,43bd
